title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,age
ویلایی طبقه,,2023-08-12 09:47:44,kermanshah-province,house-apartment-for-rent,150,خانه,2.0,True,155000000.0,۱۵۵۰۰۰۰۰۰ ,,6.0
فروش ویلا خانه. در ریحانشهر. زرند,900000000.0,2023-08-12 09:47:44,kerman-province,houses-apartments-for-sale,250,,1.0,,,,,
خانه 150 متر,,2023-08-12 09:47:44,kerman-province,houses-apartments-for-sale,150,خانه و کلنگی,3.0,True,,,,1.0
اجاره خانه ویلایی,,2023-08-12 09:47:44,kermanshah-province,house-apartment-for-rent,63,ویلا,1.0,,45000000.0,۴۵۰۰۰۰۰۰ ,,18.0
ملک نیمه کاره عنبراباد122متری,550000000.0,2023-08-12 09:47:44,kerman-province,houses-apartments-for-sale,122,,2.0,,,,,
آپارتمان در طبقه دوم ودارای آسانسور,,2023-08-12 09:47:44,kermanshah-province,house-apartment-for-rent,105,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,11.0
آپارتمان دو خوابه,,2023-08-12 09:47:44,kermanshah-province,house-apartment-for-rent,100,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,4.0
فروش فوری با قیمت مناسب مسکن مهر طلاب,1200000000.0,2023-08-12 09:48:09,kerman-province,houses-apartments-for-sale,85,آپارتمان,2.0,True,,,,
فروش ملک مسکونی278متر,,2023-08-12 09:48:09,kerman-province,houses-apartments-for-sale,278,خانه و کلنگی,2.0,True,,,,
خانه شیک وتازه سازدروپنجره المینیوم حفاظ دارسقف تیرچه,,2023-08-12 09:48:09,kermanshah-province,house-apartment-for-rent,310,خانه,2.0,True,20000000.0,۲۰۰۰۰۰۰۰ ,,3.0
خانه ویلایی دو طبقه 100 متری,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,100,خانه,1.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,,22.0
خیابان امام کوچه 28 پشت بانک پارسارگاد,,2023-08-12 09:48:09,kerman-province,houses-apartments-for-sale,211,خانه و کلنگی,2.0,True,,,,20.0
اجاره خانه نقلی فقط برای دونفر زن وشوهر,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,70,خانه,1.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,17.0
ویلایی راه جدا هشت متری,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,70,خانه,1.0,,180000000.0,۱۸۰۰۰۰۰۰۰ ,,32.0
اپارتمان اجاره ای در مسکن مهر 75 متر,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,75,آپارتمان,2.0,,90000000.0,۹۰۰۰۰۰۰۰ ,,10.0
درخواست خانه با پارکینگ، 60 تومن پیش 2500 اجاره,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,50,آپارتمان,1.0,True,60000000.0,۶۰۰۰۰۰۰۰ ,,31.0
اجازه منزل نواب شمالی 75متر,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,75,خانه,1.0,True,,,,27.0
83 متر آپارتمان در میدان معلم,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,83,آپارتمان,2.0,True,,,True,19.0
خانه ویلای لوکس,1200000000.0,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,75,خانه و کلنگی,1.0,,,,,1.0
فروش ویلایی 150 متر در ابهر,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,150,خانه و کلنگی,2.0,,,,,
رهن یا اجاره 130متری فیاض بخش همکف,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,130,آپارتمان,2.0,True,,,,7.0
5تاواحدخانم.کم جمعیت همسایگان ومحله آرام پارکینگ وانبار,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,78,آپارتمان,2.0,True,,,True,11.0
190متر خانه ویلایی زنجان,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,190,خانه و کلنگی,1.0,True,,,,12.0
*خانه اجاره*,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,50,خانه,1.0,,,,,
اپارتمان همکف از 2طبقه در حسین اباد,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,80,آپارتمان,1.0,,,,,17.0
فروش ویلایی 135 متر شیک و مدرن در خیابان فردوس,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,135,خانه و کلنگی,2.0,,,,,
فروش خانه و کلنگی 230 متر در خیابان 17شهریور 2کله,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,230,خانه و کلنگی,2.0,,,,,
فروش حواله و فیش مسکن مهر ابهر,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,
اجاره آپارتمان 75 متر در نواب شرقی,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,75,آپارتمان,1.0,,,,True,8.0
رهن کامل 105 متری پارس جنوبی,,2023-08-12 09:48:09,qazvin-province,house-apartment-for-rent,105,آپارتمان,2.0,True,420000000.0,۴۲۰۰۰۰۰۰۰ ,,15.0
واحد 130 متری در مصلی,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,130,آپارتمان,1.0,True,,,,11.0
آپارتمان 90 متری,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,90,آپارتمان,3.0,,,,,13.0
رهن واجاره 120متر خانه قابل تبدیل,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,120,ویلا,2.0,True,70000000.0,۷۰۰۰۰۰۰۰ ,,4.0
اجاره شهرک غرب 90متر,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,90,خانه,1.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,10.0
فروش آپارتمان بهر خیابان,1050000000.0,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,60,آپارتمان,1.0,,,,,7.0
واحد مسکونی وتجارت شمالی مرکز شهر,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,65,خانه,1.0,,,,,14.0
رهن و اجاره خانه130متر,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,130,خانه,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,11.0
اجاره آپارتمان 90 متر در حوالی امامزاده شناط,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,90,آپارتمان,1.0,,,,,10.0
رهن و اجاره,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,75,خانه,1.0,,,,,8.0
پونک 140متر طبقه اول,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,140,ویلا,2.0,,300000000.0,۳۰۰۰۰۰۰۰۰ ,,4.0
فروش خانه و کلنگی 230 متر در اول خیابان 15خرداد,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,230,خانه و کلنگی,2.0,True,,,,32.0
فروش آپارتمان 110 متر در ابهر,,2023-08-12 09:48:09,zanjan-province,houses-apartments-for-sale,110,آپارتمان,2.0,True,,,True,
اجاره آپارتمان 120 متری فول در مصلی,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,120,آپارتمان,2.0,True,,,True,5.0
خ تهران نرسیده به چهاراه نادر بر اصلی,1550000000.0,2023-08-12 09:48:09,semnan-province,houses-apartments-for-sale,104,آپارتمان,2.0,,,,,17.0
فروش فوری اپارتمان22 بهمن,,2023-08-12 09:48:09,semnan-province,houses-apartments-for-sale,95,آپارتمان,2.0,True,,,True,6.0
زمین 300متری با بنای نیمه ساز,,2023-08-12 09:48:09,semnan-province,houses-apartments-for-sale,300,,,,,,,
فروش آپارتمان,3475000000.0,2023-08-12 09:48:09,semnan-province,houses-apartments-for-sale,137,آپارتمان,2.0,True,,,True,4.0
رهن ویلایی 100 متر در میدان پیر,,2023-08-12 09:48:09,zanjan-province,house-apartment-for-rent,100,ویلا,1.0,True,,,,12.0
واحد اجاره ای در مدیران,,2023-08-12 09:48:09,semnan-province,house-apartment-for-rent,80,آپارتمان,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,14.0
اجاره واحد 90 متری چهارصد دستگاه,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,90,آپارتمان,2.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,27.0
فروش حیاط ویلایی نقلی آزادگان .خراسان شمالی .درق.فقط تماس,,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,136,,2.0,,,,,
رهن و اجاره آپارتمان 81 متر,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,81,آپارتمان,2.0,,300000000.0,۳۰۰۰۰۰۰۰۰ ,True,11.0
آپارتمان مسکن مهر کوثر 81متر کوثر 4 اسکان 20,900000000.0,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,81,آپارتمان,2.0,,,,True,12.0
خانه ویلایی دربست مرکز شهر فاصله تا فلکه مرکزی سه دقیقه,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,170,ویلا,2.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,
اجاره مسکن بهشتی,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,150,خانه,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,11.0
خانه 90متری در مسکن مهر,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,90,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,True,3.0
آپارتمان با تمام وسایل,1300000000.0,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,59,آپارتمان,1.0,True,,,,12.0
رهن کامل آپارتمان شیک و مجلل 65متر فول امکانات گلسار,,2023-08-12 09:48:10,zanjan-province,house-apartment-for-rent,64,آپارتمان,1.0,True,,,,6.0
ویلایی در شهمیرزاد,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,530,خانه,3.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,
نیازمند خانه اجاره ای,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,40,خانه,1.0,,10000000.0,۱۰۰۰۰۰۰۰ ,,22.0
در خواست خونه در رویان,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,80,خانه,2.0,True,50000000.0,۵۰۰۰۰۰۰۰ ,,22.0
اجاره 150متر طبقه دوم یک خانه ویلائی دربلوارجمهوری,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,150,خانه,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,27.0
فروش آپارتمان,2600000000.0,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,75,آپارتمان,2.0,True,,,True,12.0
آپارتمان 170متره واقع در شهرک اتحاد,,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,170,آپارتمان,3.0,True,,,True,
اجاره‌اپارتمان,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,90,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,27.0
آپارتمان جهادیه 34,700000000.0,2023-08-12 09:48:10,semnan-province,houses-apartments-for-sale,68,آپارتمان,2.0,,,,,14.0
رهن کامل 85 متری مسکن مهر میلاد,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,85,آپارتمان,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,True,10.0
خونه آپارتمان شهرک گلستان بسیار تمیز,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,73,آپارتمان,2.0,True,40000000.0,۴۰۰۰۰۰۰۰ ,,10.0
ویلایی در فرهنگیان,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,95,خانه,1.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,17.0
منزل اجاره ای,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,70,خانه,1.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,16.0
خانه اجاره ای 120مترهمکف نوساز همت,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,120,خانه,1.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,1.0
اجاره خانه,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,75,خانه,2.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,17.0
آپارتمان 100متره,,2023-08-12 09:48:10,semnan-province,house-apartment-for-rent,100,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,13.0
86متر دو خواب فول امکانات,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,86,آپارتمان,2.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,True,7.0
آپارتمان تمیز 75متری واقع در پردیسان,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,75,آپارتمان,1.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,True,18.0
زیرزمین تمیز شیک,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,105,خانه,1.0,,250000000.0,۲۵۰۰۰۰۰۰۰ ,,17.0
زیر زمین 120متر,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,120,خانه,1.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,7.0
خانه 120 متری,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,120,خانه,1.0,,,,,5.0
زیرزمین 110متر راه جدا گلخانه ای,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,133,خانه,1.0,,300000000.0,۳۰۰۰۰۰۰۰۰ ,,15.0
خانه دربست همکف با محله ارام,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,71,ویلا,1.0,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,22.0
اپارتمان 86متری دو خواب,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,86,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,7.0
اجاره زیرزمین,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,75,خانه,1.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,10.0
زیر زمین خیابان عطاران,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,50,خانه,0.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,14.0
دوطبقه با مغازه تجاری دوبر سند تک برگ,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,75,خانه,2.0,,2000000000.0,۲۰۰۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,73,آپارتمان,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,True,7.0
منزلی در شیخ آباد,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,150,خانه,1.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,17.0
درخواست آپارتمان با وام جانبازی,,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,85,,2.0,,,,,
خونه 70 متری تک خواب,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,70,آپارتمان,1.0,,150000000.0,۱۵۰۰۰۰۰۰۰ ,,7.0
88 متر خ نیازمند پارکینگ مسقف,1750000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,87,آپارتمان,2.0,True,,,True,8.0
مجتمع اتحاد وام دار,2600000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,92,آپارتمان,2.0,True,,,True,
زیتون 10 کلید نخورده,2050000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,93,آپارتمان,2.0,,,,True,
آپارتمان فروشی دوطبقه,2000000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,92,آپارتمان,2.0,True,,,,9.0
اپارتمان فروشی 88مترفراشاهی,2850000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,88,آپارتمان,2.0,True,,,True,4.0
باغچه درجنت آباد,1800000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,600,,1.0,,,,,
زیرزمین شمالی گلخانه ای 125 متر 2 خواب,,2023-08-12 09:48:10,qom-province,house-apartment-for-rent,180,ویلا,2.0,,250000000.0,۲۵۰۰۰۰۰۰۰ ,,20.0
خانه روستایی با تمام امکانات,850000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,200,,2.0,,,,,
ویلایی دو طبقه ونیم دوکله 110 متر,4100000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,110,خانه و کلنگی,2.0,True,,,,5.0
تهاتر آپارتمان 145متری با واحد کوچکتر,5000000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,145,آپارتمان,3.0,True,,,True,
دوطبقه با مغازه تجاری تمیز,2000000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,75,خانه و کلنگی,2.0,,,,,12.0
فروش ملک قم آذر,1700000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,70,خانه و کلنگی,1.0,,,,,25.0
آپارتمان 125 متر 3 خواب با مستر,4125000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,125,آپارتمان,3.0,True,,,True,
دوطبقه نصفی شیک تمیز,6300000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,125,خانه و کلنگی,4.0,,,,,8.0
فروش آپارتمان 100 متر در جمکران,1600000000.0,2023-08-12 09:48:10,qom-province,houses-apartments-for-sale,100,آپارتمان,2.0,True,,,True,1.0
فروش ویلا تمیزونوساخت جهت زندگی وتولید,5800000000.0,2023-08-12 09:48:10,qazvin-province,houses-apartments-for-sale,1380,,2.0,,,,,
فروش اپارتمان85متری,2000000000.0,2023-08-12 09:48:10,qazvin-province,houses-apartments-for-sale,85,آپارتمان,2.0,True,,,,11.0
خانه 57 متری بحر خیابان مطهری اقبالیه,900000000.0,2023-08-12 09:48:10,qazvin-province,houses-apartments-for-sale,57,,1.0,,,,,
آپارتمان 63 متری فول طبقه 2 جنوبی,1200000000.0,2023-08-12 09:48:10,qazvin-province,houses-apartments-for-sale,63,آپارتمان,1.0,True,,,True,8.0
خانه ویلایی شریفیه,,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,60,خانه و کلنگی,1.0,,,,,11.0
خانه 75 متری مهرگان,1400000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,75,آپارتمان,2.0,,,,True,9.0
پیش فروش آپارتمان 105متری,1890000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,105,آپارتمان,2.0,True,,,True,
فروشی فوری103 متر,850000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,103,خانه و کلنگی,2.0,,,,,9.0
ویلایی درحال ساخت دوبلکس,1800000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,370,,2.0,,,,,
خانه دربست ویلایی 55 متر,600000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,55,خانه و کلنگی,1.0,,,,,12.0
خونه شیک وتمیز در مهرگان,1000000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,72,آپارتمان,2.0,,,,True,10.0
پیش فروش واحدهای 75و85متری 6واحدی,,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,85,آپارتمان,2.0,,,,True,
جای باغ،1800متر، شهراسفرورین تاکستان,700000000.0,2023-08-12 09:48:11,qazvin-province,houses-apartments-for-sale,1800,خانه و کلنگی,2.0,,,,,6.0
